ResponseID,Career,ProgramDescr,Level,AcadPlan1Name,AcadPlan1,AcadPlan1Type,DormBuilding,OrignAddrCntry,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q1.h,Q1.1,Q1.2,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q3.i,Q3.j,Q3.k,Q3.l,Q3.m,Q3.n,Q3.o,Q3.1.a,Q3.1.b,Q3.1.c,Q3.1.d,Q4.1,Q4.2,Q4.3,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5a,Q5.5.b,Q5.5.c,Q5.5.d,Q5.5.e
R_0fbJWJxl2Z4fz6F,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Harris Hall,USA,5,4,3,5,2,2,1,3,3,3,3,3,2,3,2,2,4,4,5,5,4,4,5,5,4,4,4,5,5,3,3,1,1,0,0,1,2,0,1,4,5,3,1,0,0,0,0
R_2DTehTG1Nz6ppAP,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Clairmont Apts Tower,USA,5,3,6,6,7,6,2,3,5,5,5,6,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,2,0,1,4,4,3,1,0,0,0,0
R_CgG6UIh9KsNK7NT,UCOL,Liberal Arts & Sciences,Sophomore,Psychology,PSYCHBA,Major,Eagle Row 22,USA,6,4,7,3,2,2,1,1,3,5,6,5,2,3,3,3,5,5,0,4,2,1,5,2,5,3,4,2,5,3,3,0,1,0,1,1,2,0,1,3,1,3,0,0,1,0,0
R_NXVwIPSW9Go2TND,UCOL,Liberal Arts & Sciences,Sophomore,Environmental Sciences,ENVSBS,Major,Harris Hall,USA,4,5,7,3,5,5,5,3,4,5,7,6,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,0,1,4,3,6,1,0,0,0,0
R_1gvUgxl5e69WAU6,PUBH,Master of Public Health,Grad Yr 1,Environmental Health,EOHMPH,Major,No Dorm,USA,6,5,5,3,5,1,5,1,5,3,6,5,4,6,5,6,5,5,5,5,5,5,4,5,5,0,0,5,5,5,0,1,1,1,0,2,0,1,1,5,6,3,1,0,0,0,0
R_1oyTozHbgWOAjM2,UCOL,Liberal Arts & Sciences,Junior,Psychology,PSYCHBA,Major,Woodruff Hall,USA,6,4,6,3,3,1,1,1,2,3,6,5,4,4,4,6,4,0,5,5,4,0,5,5,5,5,4,0,5,4,3,1,1,0,0,1,2,0,1,6,5,4,0,0,1,0,0
R_2zbtHivEjdEp13R,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,6,5,4,5,3,3,2,5,5,5,4,3,4,2,3,2,2,5,4,4,3,0,5,0,4,4,4,4,0,4,5,1,1,0,0,1,4,0,1,4,3,4,1,0,0,0,0
R_cx0AiQMWRjmOpWN,UCOL,Liberal Arts & Sciences,Junior,Computer Science,COMPSCIBS,Major,Elizer Hall,USA,7,7,7,7,3,1,1,5,3,5,7,7,6,3,5,7,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_1M6blm5rktRu0vq,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Eagle Row 14,USA,6,7,6,7,7,1,1,4,2,5,7,7,7,7,7,7,5,5,5,0,5,5,5,3,5,1,5,5,3,2,3,1,1,1,1,1,3,0,1,4,4,4,0,0,1,0,0
R_w50cCeUr2q6uljP,UCOL,Liberal Arts & Sciences,Junior,Environmental Sciences,ENVSBA,Major,Harris Hall,USA,7,7,7,7,7,3,7,3,5,5,7,7,7,7,7,7,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,1,1,1,1,1,2,0,1,2,2,2,1,0,0,0,0
R_3F5RNLeAf9HXHln,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Harris Hall,USA,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,2,1,2,1,2,2,3,1,1,1,2,1,1,2,1,0,0,0,1,2,0,1,4,4,1,0,0,1,0,0
R_1Oy4xS3mK8xyVdN,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Eagle Row C,USA,7,5,5,3,1,1,1,2,3,5,1,3,1,1,1,2,1,0,5,5,5,0,5,5,5,0,5,0,5,3,3,1,0,0,0,1,2,0,1,4,5,4,1,0,0,0,0
R_11cJpSJ2IINkyrZ,UCOL,Liberal Arts & Sciences,Sophomore,English & Creative Writing,ENGCWBA,Major,Longstreet-Means,USA,7,7,7,7,7,7,7,7,1,5,7,7,7,7,4,7,5,5,5,5,5,5,5,5,5,5,5,3,5,2,5,1,1,0,0,1,4,0,1,7,5,4,1,0,0,0,0
R_1LFeKBkgFMhorax,UCOL,Liberal Arts & Sciences,Junior,Environmental Sciences,ENVSBS,Major,Raoul Hall,USA,7,7,7,6,7,3,5,7,5,5,7,7,7,7,7,7,4,3,3,4,4,0,4,4,3,4,3,5,3,4,3,1,1,0,0,1,3,0,1,4,5,1,1,0,0,0,0
R_1kMnjI41pSaTsSd,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,Harris Hall,GBR,2,3,2,3,4,3,3,4,3,4,3,2,2,2,2,3,2,5,5,3,4,4,5,,,,,3,2,3,4,1,1,0,0,1,2,0,2,5,4,4,1,0,0,0,0
R_SGyT7jLvuZRNq37,UCOL,Liberal Arts & Sciences,Sophomore,Anthropology & Human Biology,ANTHHBIOBS,Major,Eagle Row E,USA,7,3,5,4,4,6,4,5,5,4,6,7,5,4,6,6,4,4,0,4,0,5,0,5,4,3,3,3,5,5,5,1,1,0,0,1,2,0,1,4,5,4,1,0,0,0,0
R_Dq9gmeRvSYfuItr,GBUS,Master of Business Admin.,Grad Yr 1,Business Administration,BUSMBA,Major,No Dorm,USA,3,5,3,3,3,4,2,2,2,3,5,2,3,4,2,3,3,2,3,3,4,3,3,3,2,2,3,4,3,3,4,1,0,0,0,2,0,3,1,3,2,1,0,0,1,0,0
R_23V93309J30Xk2B,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Dickey Hall,USA,7,7,7,7,5,4,1,3,1,3,7,5,5,7,5,7,3,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,0,0,1,3,0,1,4,5,4,1,0,0,0,0
R_3jU1sZArP5neeqQ,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Woodruff Hall,USA,7,3,4,5,4,5,2,5,3,3,5,5,4,2,4,4,4,0,0,5,3,0,4,0,4,0,0,0,4,4,3,1,1,0,0,1,3,0,1,1,1,4,1,0,0,0,0
R_8Im82MJcrF4hUl3,UCOL,Liberal Arts & Sciences,Junior,Mathematics & Computer Science,MATHCSBS,Major,Eagle Row 12,USA,7,7,7,5,3,2,1,6,3,5,2,2,2,5,3,6,5,4,5,2,5,5,5,5,4,3,2,5,4,4,5,1,1,1,1,1,2,0,1,7,7,4,0,0,1,0,0
R_yNPhWp4HXt3KiI1,UCOL,Liberal Arts & Sciences,Junior,English & History,ENGHISTBA,Major,No Dorm,USA,5,5,6,5,7,1,2,4,2,3,7,5,7,6,6,7,5,4,0,5,3,4,5,0,4,4,3,0,4,3,0,1,1,0,0,1,2,0,1,4,4,4,1,0,0,0,0
R_1S2oc8Qqf1cxgfn,THEO,Master of Divinity,Prof 2,Divinity,MDVDIVIN,Major,No Dorm,USA,5,5,6,2,4,3,3,3,2,2,6,5,5,5,3,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_2s5sZc6cCM4sFCY,GNUR,Master of Science in Nursing,Grad Yr 1,Women's Health,NRWHN,Major,No Dorm,USA,7,7,7,7,7,7,7,7,5,5,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,1,2,0,1,1,5,5,3,1,0,0,0,0
R_3M5xVn2ACUY6c86,GBUS,Evening MBA,Grad Yr 2,Business Administration,BUSMBAEV,Major,No Dorm,USA,5,5,3,2,3,1,1,1,2,1,3,6,4,6,5,2,2,4,5,5,1,5,3,3,3,3,2,3,2,1,5,1,1,1,1,2,0,2,1,4,4,4,0,0,1,0,0
R_2qeiE922eYN96nE,GNUR,Master of Science in Nursing,Grad Yr 1,Emergency Nurse Practitioner,NRENP,Major,No Dorm,USA,4,5,4,5,4,1,1,6,2,3,4,5,5,5,4,5,4,4,4,4,4,4,4,3,4,3,4,5,5,4,3,1,1,1,0,2,0,1,1,3,5,4,0,0,1,0,0
R_3sBJKELbvVZDUHs,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,6,7,4,5,3,2,1,2,4,5,5,6,5,5,4,4,4,4,0,4,5,0,5,0,5,0,,4,5,4,2,1,1,0,0,2,0,1,1,3,4,4,1,0,0,0,0
R_r7rwulsFKg6OoBH,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Harris Hall,KOR,4,5,5,4,6,3,2,2,4,4,5,5,3,3,6,5,4,3,4,4,4,5,4,5,4,3,3,3,4,4,3,1,1,0,0,1,2,0,1,4,5,1,1,0,0,0,0
R_vpDG3THbgsQvVFT,GSAS,Doctor of Philosophy,Adv Stdng,Epidemiology,EPIDPHD,Major,No Dorm,USA,6,5,7,4,3,1,3,1,3,4,6,6,6,4,5,6,5,5,5,5,5,5,5,4,4,5,5,4,5,4,3,1,1,1,0,2,0,2,1,5,6,4,1,0,0,0,0
R_2ARarsl7R1xU6Ka,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Eagle Row C,USA,5,5,3,1,4,1,1,4,5,5,6,6,6,7,4,6,5,5,5,5,4,5,5,5,0,0,4,5,5,5,5,1,0,0,0,1,2,0,1,6,6,4,1,0,0,0,0
R_115tqrNnCaVAbOp,UCOL,Liberal Arts & Sciences,Sophomore,Economics,ECONBA,Major,Few Hall,USA,3,2,5,4,2,2,2,2,2,3,1,1,1,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,4,1,2,0,0,0,0,1,2,0,1,1,1,1,1,0,0,0,0
R_W0OaaM1dSbLQJ6V,PUBH,Master of Public Health,Grad Yr 1,Health Policy and Management,HPMMPH,Major,No Dorm,USA,6,4,7,5,5,1,1,3,2,2,7,6,6,3,4,6,5,4,5,5,4,4,5,5,5,4,5,5,5,3,3,1,1,0,0,2,0,2,1,1,8,4,1,0,0,0,0
R_1mkMAZtiGvLJN7J,UCOL,Liberal Arts & Sciences,Sophomore,Psychology & Linguistics,PSYCLINGBA,Major,Woodruff Hall,USA,7,5,4,4,4,2,2,4,4,4,5,6,5,6,4,5,4,3,0,0,0,4,5,3,4,4,5,4,0,5,3,0,1,0,1,1,2,0,1,4,5,1,1,0,0,0,0
R_12gO1vpNlz50CDp,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Few Hall,USA,3,3,4,5,3,5,1,1,3,5,4,6,3,5,4,4,5,0,4,5,5,4,5,5,4,5,5,3,5,3,2,0,0,0,0,1,2,0,1,3,1,3,1,0,0,0,0
R_2WD7aBGZA5HM5ll,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,Harris Hall,USA,5,5,5,5,2,2,2,2,5,5,6,6,5,6,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,2,0,1,7,7,1,1,0,0,0,0
R_2ANnGqoF0VXyNvP,PUBH,Master of Public Health,Grad Yr 2,Epidemiology,EPIMPH,Major,No Dorm,USA,7,5,3,4,7,1,1,2,1,1,7,6,7,4,3,6,5,3,0,5,4,4,5,2,4,4,4,3,5,1,1,1,1,1,1,2,0,2,1,4,5,4,0,0,1,0,0
R_2frZh2S0i4t3J3W,PUBH,Master of Public Health,Grad Yr 1,Health Policy and Management,HPMMPH,Major,No Dorm,USA,5,6,4,2,2,2,2,5,2,3,3,6,4,2,3,6,5,4,4,4,3,5,4,4,2,2,4,5,5,3,5,1,1,1,0,2,0,1,1,4,4,2,0,0,1,0,0
R_2Ug7hBNQHpJRs9a,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,6,5,5,6,6,2,3,5,2,3,7,7,7,7,7,7,5,5,0,5,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,2,0,1,1,1,1,4,1,0,0,0,0
R_27JrUveJl2eNTni,UCOL,Liberal Arts & Sciences,Junior,English & Creative Writing,ENGCWBA,Major,Woodruff Hall,GRC,5,4,3,6,4,1,1,1,3,3,5,5,5,4,5,6,3,3,5,5,5,3,3,4,0,3,4,0,0,3,0,1,1,0,0,1,3,0,2,1,7,4,1,0,0,0,0
R_vIj1ut1QbGcJKEh,UCOL,Liberal Arts & Sciences,Junior,Anthropology & Human Biology,ANTHHBIOBS,Major,Harris Hall,USA,6,6,6,6,3,3,2,5,5,5,7,7,7,7,7,7,0,5,0,0,0,0,5,0,5,0,0,0,5,5,5,1,1,0,1,1,2,0,1,1,1,3,1,0,0,0,0
R_2ZEst0gXrg9YhK0,THEO,Master Theological Stdy,Grad Yr 1,Theological Studies,THEOLSTMTS,Major,No Dorm,USA,7,3,7,7,5,3,3,5,5,5,7,7,7,7,7,7,5,0,0,3,5,5,5,4,5,5,5,0,5,5,5,1,1,0,0,2,0,1,1,6,6,4,1,0,0,0,0
R_O8qThJTmya8C0rT,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Woodruff Hall,USA,6,6,6,4,1,1,1,3,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,5,5,5,1,1,0,0,1,2,0,1,6,6,4,0,0,1,0,0
R_1nU6eYKwwpHBipS,UCOL,Liberal Arts & Sciences,Junior,Environmental Sciences,ENVSBA,Major,Eagle Row E,USA,7,7,7,5,7,7,7,6,5,4,7,6,7,5,7,7,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,0,0,1,2,0,1,4,4,4,1,0,0,0,0
R_WBfYg75oLdm8DD3,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Eagle Row 18,USA,5,3,7,7,3,1,1,3,2,4,2,2,2,6,2,1,4,2,5,5,2,0,5,0,2,2,5,0,5,2,1,1,0,0,0,1,2,0,1,5,6,4,0,0,1,0,0
R_2PqeGeiNjNKvBMb,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,Woodruff Hall,USA,6,6,6,6,6,6,6,6,4,5,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,1,2,0,1,3,5,1,1,0,0,0,0
R_xr1qGWi6LzKxU53,UCOL,Liberal Arts & Sciences,Sophomore,Psychology,PSYCHBA,Major,Few Hall,USA,7,7,5,5,7,1,1,5,3,3,5,6,4,6,3,5,4,3,5,5,4,5,5,5,5,5,3,4,4,2,2,1,1,0,1,1,2,0,1,1,1,4,1,0,0,0,0
R_x4z8a8XeweZiXg5,UCOL,Liberal Arts & Sciences,Junior,Environmental Sciences,ENVSBS,Major,Smith Hall,USA,7,5,6,5,7,7,6,6,5,5,7,7,7,7,7,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,1,2,0,1,4,6,4,1,0,0,0,0
R_3MsYipyPVNjN2Nx,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Harris Hall,USA,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5,3,5,5,5,5,5,5,5,5,5,1,5,5,1,1,1,0,0,1,2,0,1,3,1,4,1,0,0,0,0
R_7NZdpEAoRVaFKFP,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,Few Hall,USA,7,5,6,5,7,3,2,5,4,4,6,6,5,4,5,3,3,0,5,4,4,3,5,5,5,5,3,3,5,5,3,1,1,1,0,1,2,0,1,2,3,4,1,0,0,0,0
R_3nSJDSacycuhYeD,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Harris Hall,USA,7,5,5,2,1,1,1,5,5,5,4,3,3,6,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,0,0,1,2,0,1,3,1,4,1,0,0,0,0
R_0pkHoZh0JqsLck1,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Longstreet-Means,USA,6,6,6,6,6,2,2,2,5,4,6,6,4,3,4,6,5,4,4,4,3,4,5,4,4,4,4,4,4,5,4,1,1,0,0,1,2,0,1,4,4,1,1,0,0,0,0
R_3KGzbJW4eIBnXeJ,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Eagle Row 8,USA,6,3,5,4,3,2,3,2,3,3,5,4,2,1,2,4,4,3,5,4,4,3,3,1,2,3,3,2,5,3,3,1,1,1,1,1,2,0,1,5,4,4,0,0,1,0,0
R_24eIDOg4Fy5mXiJ,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,3,4,3,5,4,3,6,4,3,2,3,4,3,2,3,4,3,2,4,3,3,4,3,2,4,3,3,4,3,4,3,1,0,1,0,2,0,2,1,4,4,4,0,0,1,0,0
R_3rYS58DcXrk240P,PUBH,Master of Public Health,Grad Yr 2,Global Health,IHMPH,Major,No Dorm,USA,5,5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,2,0,2,1,4,5,4,1,0,0,0,0
R_10Cz4dXG0KYpRtZ,PUBH,Master of Public Health,Grad Yr 2,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,3,1,5,3,1,3,1,1,5,5,4,4,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,2,0,2,1,3,6,4,1,0,0,0,0
R_RP0z79vkr6O2ujL,GNUR,Master of Science in Nursing,Grad Yr 1,Family Nurse Practitioner,NRFNP,Major,No Dorm,USA,6,5,6,6,1,1,1,4,2,1,6,6,4,7,5,4,4,0,0,5,5,0,5,2,3,5,5,4,4,2,3,1,1,0,0,2,0,2,1,2,3,4,1,0,0,0,0
R_6maQg4IsQTWz6vf,UCOL,Liberal Arts & Sciences,Sophomore,Neuroscience & Behav Biology,NEUROBBBS,Major,Longstreet-Means,THA,4,4,5,5,5,5,4,4,4,5,4,4,5,5,5,6,4,5,5,5,5,5,5,5,5,5,4,0,5,5,4,1,1,1,1,1,3,0,2,3,4,1,0,0,1,0,0
R_2CjsXaocomfUdbq,GNUR,Master of Science in Nursing,Grad Yr 1,Family Nurse Practitioner,NRFNP,Major,No Dorm,USA,7,7,6,6,5,1,1,7,3,3,6,4,5,7,7,7,5,5,5,0,5,5,5,0,5,0,5,5,5,3,4,1,1,0,0,2,0,2,1,7,7,4,1,0,0,0,0
R_2amXcMP7ooFCsDO,UCOL,Liberal Arts & Sciences,Junior,Mathematics,MATHBA,Major,Thomas Hall,BRA,4,4,6,3,3,3,5,3,3,4,3,4,4,2,3,2,3,5,3,3,0,3,5,5,3,5,5,3,0,5,3,1,1,0,1,1,2,0,1,5,5,1,1,0,0,0,0
R_2fy9sU12H1ySeyK,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Hopkins Hall,USA,7,5,5,4,5,1,1,3,5,5,5,7,7,7,7,6,0,0,0,5,0,5,5,5,5,0,5,5,5,5,0,1,1,0,0,1,2,0,1,3,4,1,0,0,1,0,0
R_2E4sVnHMonzOB7M,UNUR,Bachelor of Science in Nursing,Senior,Nursing,NURSINGBSN,Major,No Dorm,USA,4,4,5,7,4,3,4,1,3,3,3,6,4,5,6,5,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,1,0,0,0,1,1,0,2,1,5,1,1,0,0,0,0
R_2s6AHuHaDQdyr5x,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,5,5,5,7,3,2,3,4,3,3,7,7,7,2,6,5,3,5,5,5,5,5,5,4,4,3,5,5,5,5,5,1,1,1,1,2,0,1,1,6,6,4,1,0,0,0,0
R_2403JU1jbzhfXBe,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,6,5,5,4,3,1,5,3,2,7,7,6,2,4,5,5,3,4,5,5,3,5,0,4,5,4,5,3,2,3,1,1,0,0,2,0,2,1,4,4,4,0,0,1,0,0
R_21FcleIMYJcxMV4,GSAS,Master of Development Practice,Full Stdng,Master of Development Practice,DEVPRACMDP,Major,No Dorm,IDN,7,7,7,7,7,7,7,7,4,1,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,0,2,2,4,5,2,1,0,0,0,0
R_273gkz4LUSbxyZd,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,USA,7,3,5,3,4,1,1,1,2,2,7,7,6,6,2,7,4,5,5,5,0,0,5,0,3,0,5,0,0,3,5,1,0,0,0,2,0,2,1,1,1,4,1,0,0,0,0
R_2SGfQ72MFNGbhAJ,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,4,5,6,5,2,1,5,2,2,6,5,5,3,4,5,3,3,5,5,4,3,4,5,3,3,3,4,4,2,3,1,1,1,0,2,0,2,1,1,1,4,1,0,0,0,0
R_yDC7jXipHKh08eZ,GSAS,Master of Development Practice,Full Stdng,Master of Development Practice,DEVPRACMDP,Major,No Dorm,USA,6,5,6,4,3,2,2,6,3,5,6,7,6,3,5,6,4,0,4,5,5,5,4,4,3,3,4,4,5,5,3,1,1,1,1,2,0,2,1,1,1,2,0,0,1,0,0
R_ZgT9EOoPX2JDuKt,GSAS,Doctor of Philosophy,Adv Stdng,English,ENGLISHPHD,Major,No Dorm,USA,6,6,7,5,6,1,1,6,1,4,7,6,6,6,4,6,5,5,4,5,5,0,5,5,5,5,5,0,5,3,3,1,1,0,0,2,0,2,1,6,4,4,1,0,0,0,0
R_3qwfdqpITNjHcih,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,4,6,2,2,1,1,3,3,4,6,4,4,3,2,5,5,4,0,5,0,0,5,4,4,5,5,3,5,4,3,1,1,0,0,2,0,2,1,4,4,4,1,0,0,0,0
R_22uhMFo2LTLKlSs,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,4,7,7,7,1,1,3,1,1,6,6,6,7,7,4,5,4,4,3,0,0,4,0,5,5,4,0,2,1,5,1,1,1,1,2,0,2,1,4,4,4,1,0,0,0,0
R_338B10KuuJZuqt,GSAS,Doctor of Philosophy,Adv Stdng,Nutrition & Health Science,NHSPHD,Major,No Dorm,USA,6,6,6,6,3,1,1,1,1,1,6,4,4,4,3,5,5,0,0,0,4,0,5,0,4,4,4,0,4,1,3,1,1,0,0,2,0,2,1,3,5,4,1,0,0,0,0
R_1isqWKfm5wLDF5H,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,CHN,2,3,3,1,3,3,2,3,2,1,2,2,3,2,3,2,3,2,2,3,2,3,2,4,2,3,3,3,2,3,3,0,1,0,1,2,0,2,2,4,1,1,0,0,1,0,0
R_4YGSipZxKpCRyxP,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,3,5,2,2,1,1,3,2,2,4,7,3,3,3,4,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,1,1,0,0,2,0,2,1,3,5,4,0,0,1,0,0
R_3G1HtHZSlQIMeKB,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,7,5,3,3,2,1,1,4,4,7,7,6,5,5,6,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,1,1,1,0,2,0,2,1,1,1,1,1,0,0,0,0
R_Rm1CBiGH2NS2iIN,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,7,6,7,7,1,1,3,3,5,7,7,7,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,1,2,0,2,1,3,3,4,1,0,0,0,0
R_11aOooaN5S5yyEG,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,1,3,6,2,1,1,1,1,1,2,4,4,5,2,1,4,3,1,4,5,3,3,5,3,3,3,2,3,3,1,1,1,0,0,2,0,1,1,3,4,4,1,0,0,0,0
R_2Ym2zj3qbmzCEbu,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,7,5,7,7,7,3,7,5,5,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2,1,4,3,4,1,0,0,0,0
R_23galBznZ3VZhQW,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,5,3,7,2,3,5,1,3,4,6,5,5,4,5,4,4,4,3,4,4,4,5,5,4,4,5,3,4,3,3,1,1,0,0,2,0,3,1,1,1,2,0,0,1,0,0
R_22mnAy0AyYPFTdj,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,4,6,5,2,2,2,3,3,5,5,4,4,7,5,6,4,5,5,0,4,5,5,5,5,0,0,4,5,0,3,1,1,0,1,2,0,2,1,4,4,4,1,0,0,0,0
R_aaBymxTUtVt4tt7,GSAS,Doctor of Philosophy,Adv Stdng,Psychology,PSYCPHD,Major,No Dorm,USA,6,5,6,2,4,1,1,3,2,1,3,6,2,1,3,5,5,5,4,4,5,5,5,5,3,4,5,4,5,1,5,1,1,1,1,2,0,3,1,6,4,4,0,0,1,0,0
R_1LGQJ7w8Rierz4L,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,7,7,5,5,2,5,6,4,3,7,7,7,6,5,7,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,1,1,0,0,2,0,2,1,7,7,4,1,0,0,0,0
R_aVqLyU88Y79vUE9,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,4,1,3,5,2,1,1,1,1,1,3,5,2,5,2,4,4,2,3,0,0,4,5,5,4,3,4,0,3,1,2,1,1,0,1,2,0,2,1,4,4,4,1,0,0,0,0
R_3m2G09MKlq9mHMa,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,2,1,5,4,6,1,0,0,0,0
R_3EiEwQ9vLcQqgUC,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,5,5,5,3,4,2,2,4,2,2,5,6,5,3,6,5,5,4,5,5,5,5,5,4,4,4,5,5,5,3,4,1,1,1,1,2,0,1,1,4,4,4,1,0,0,0,0
