ResponseID,Career,ProgramDescr,Level,AcadPlan1Name,AcadPlan1,AcadPlan1Type,DormBuilding,OrignAddrCntry,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q1.h,Q1.1,Q1.2,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q3.i,Q3.j,Q3.k,Q3.l,Q3.m,Q3.n,Q3.o,Q3.1.a,Q3.1.b,Q3.1.c,Q3.1.d,Q4.1,Q4.2,Q4.3,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5a,Q5.5.b,Q5.5.c,Q5.5.d,Q5.5.e
R_3CuVucwGwCAstWN,UCOL,Liberal Arts & Sciences,Senior,Biology,BIOLOGYBS,Major,Dobbs Hall,USA,7,7,5,6,4,3,1,5,5,5,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,0,1,1,1,0,1,5,7,1,1,0,0,0,0
R_C7BMCJ6ROFBJ7uF,UCOL,Liberal Arts & Sciences,Junior,Religion & Anthropology,RELANTHBA,Major,Clairmont Residential Center Apts,USA,5,4,3,5,2,2,1,1,4,5,5,3,1,7,1,1,5,3,3,0,5,5,5,5,5,4,5,5,5,5,3,1,1,1,0,1,1,0,1,4,2,6,1,0,0,0,0
R_3lE5gry1PO3n0aW,GSAS,Doctor of Philosophy,Full Stdng,Biomedical Engineering,BMEDENGPHD,Major,No Dorm,USA,5,6,6,1,1,1,1,2,1,3,5,3,6,1,1,3,5,2,0,0,0,0,4,4,4,4,5,0,5,1,2,1,1,0,0,2,0,4,1,6,6,3,0,0,1,0,0
R_2pLa0Uj3s2Ssy0V,GSAS,Master of Development Practice,Full Stdng,Master of Development Practice,DEVPRACMDP,Major,No Dorm,USA,7,4,6,5,6,5,1,5,3,3,7,6,6,6,6,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,1,1,0,0,2,0,3,1,5,4,4,0,0,1,0,0
R_1BSk3g3ZJTXcnBE,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,Clairmont Apts Tower,USA,7,7,7,5,1,1,1,4,3,5,7,5,5,5,1,5,0,0,0,3,0,0,0,0,0,3,0,0,3,2,4,1,1,0,0,1,1,0,1,5,8,4,1,0,0,0,0
R_3KI8ul4wdtSrXBb,UCOL,Liberal Arts & Sciences,Junior,Sociology,SOCBA,Major,No Dorm,USA,7,7,5,5,1,1,1,3,3,5,4,5,3,2,2,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,4,3,1,0,0,0,0
R_z1fMw6y7P3wT6JH,UCOL,Liberal Arts & Sciences,Senior,Environmental Sciences,ENVSBA,Major,Clairmont Undergraduate Apts,USA,5,6,4,3,2,4,7,7,4,3,6,6,4,2,7,7,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,1,1,1,1,1,1,0,1,4,5,4,1,0,0,0,0
R_21BuyZ7Bn6yhsu7,GSAS,Doctor of Philosophy,Adv Stdng,Epidemiology,EPIDPHD,Major,No Dorm,USA,5,3,6,3,5,1,1,7,5,5,5,4,4,5,4,6,4,4,5,4,5,5,5,5,5,5,5,5,5,5,3,1,0,0,0,2,0,1,1,5,2,6,1,0,0,0,0
R_1fdeEIEYFHk3V6F,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,No Dorm,USA,5,5,5,3,6,4,2,2,3,3,4,4,3,4,3,4,4,3,2,3,2,4,3,3,3,2,2,3,4,4,4,1,0,0,0,1,1,0,1,5,7,4,1,0,0,0,0
R_1igjM2bdWfGNdWh,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Murdy Hall,USA,6,3,6,5,5,2,5,4,4,5,7,6,6,4,7,7,4,4,3,5,5,5,5,2,3,3,4,3,3,4,2,1,1,0,1,1,2,0,1,5,5,4,1,0,0,0,0
R_1kY4ugs1zendZrV,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Woodruff Hall,USA,6,6,3,2,3,1,3,3,3,3,5,6,1,7,4,4,5,0,5,5,0,5,5,4,5,3,4,3,3,3,4,1,1,0,1,1,2,0,1,4,4,4,1,0,0,0,0
R_28RI7xO9MEV6AIm,UCOL,Liberal Arts & Sciences,Junior,Environmental Sciences,ENVSBA,Major,No Dorm,USA,7,7,5,4,6,5,6,7,4,5,7,7,7,7,7,6,5,0,3,0,3,5,5,2,5,5,5,4,5,5,5,1,1,0,0,1,1,0,1,5,3,4,0,0,1,0,0
R_2qwr8um58CHK3dC,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Clairmont Residential Center Apts,USA,7,4,6,6,7,4,1,4,5,5,6,7,7,6,6,3,3,4,4,4,4,5,5,5,5,5,4,4,4,5,5,1,1,0,0,1,1,0,1,1,1,3,1,0,0,0,0
R_26fm6a8S4ts18RE,UCOL,Liberal Arts & Sciences,Senior,History,HISTORYBA,Major,Clairmont Undergraduate Apts,USA,6,4,6,5,3,2,1,6,3,5,5,4,4,5,5,5,5,0,5,4,4,4,5,4,4,4,5,5,5,4,5,1,1,0,0,1,1,0,1,7,5,4,1,0,0,0,0
R_vJg6IHMlxR2IGs1,UCOL,Liberal Arts & Sciences,Junior,Religion,RELBA,Major,No Dorm,USA,4,2,6,2,1,3,7,1,4,5,3,3,1,5,1,1,0,0,3,4,3,0,5,4,4,5,4,0,5,4,2,1,0,0,0,1,1,0,1,5,6,4,0,0,1,0,0
R_DAn9npOeZIav3k5,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,Harris Hall,USA,5,4,6,7,6,1,1,4,1,1,4,1,3,1,1,1,3,3,3,5,3,2,5,0,3,3,2,1,2,2,2,1,1,1,0,1,2,0,1,5,7,6,0,0,1,0,0
R_3Eaq2Pqmk3GsbT6,UCOL,Liberal Arts & Sciences,Junior,Psychology,PSYCHBA,Major,Clairmont Undergraduate Apts,USA,6,4,2,3,3,2,2,5,3,5,4,7,6,3,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,4,4,0,1,0,0,1,2,0,1,4,5,1,1,0,0,0,0
R_PuOMcEcAEpM5nlD,UCOL,Liberal Arts & Sciences,Senior,Neuroscience & Behav Biology,NEUROBBBS,Major,Clairmont Undergraduate Apts,USA,7,7,7,5,5,3,2,7,3,3,7,7,7,1,5,4,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,1,0,0,1,1,0,1,6,6,4,1,0,0,0,0
R_3EGX4tIVJ7OtEEF,UCOL,Liberal Arts & Sciences,Senior,Environmental Sciences,ENVSBS,Major,No Dorm,USA,7,6,7,7,6,6,6,7,1,1,7,7,7,3,6,7,4,5,4,3,5,3,3,4,5,5,5,0,4,3,4,1,1,0,1,1,1,0,1,6,3,4,1,0,0,0,0
R_2l9nBU5ZmEA6lc5,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,6,5,3,3,1,3,1,2,3,2,4,6,5,5,4,3,5,4,0,4,5,4,5,4,5,4,5,3,0,3,4,1,0,0,0,2,0,1,1,4,3,4,1,0,0,0,0
R_p5wJlN3x4jbZ4hX,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Eagle Row 20,USA,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,5,3,3,4,3,3,3,3,3,3,3,2,3,3,2,2,1,1,1,1,1,2,0,1,7,7,4,0,0,1,0,0
R_1f1aHhCwl9TPv7x,UNUR,Bachelor of Science in Nursing,Junior,Nursing,NURSINGBSN,Major,No Dorm,USA,7,7,7,6,7,7,6,7,3,2,6,6,5,5,7,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1,0,0,0,0
R_2zUrDys7KB52Yj4,THEO,Master of Divinity,Prof 2,Divinity,MDVDIVIN,Major,No Dorm,USA,5,6,4,7,2,1,1,1,2,5,4,5,4,6,5,6,4,3,4,5,0,4,5,4,4,3,5,0,5,5,5,1,1,1,1,2,0,2,1,4,5,4,1,0,0,0,0
R_240ipMJ0cmxEfdn,THEO,Master of Divinity,Prof 2,Divinity,MDVDIVIN,Major,No Dorm,USA,4,3,5,7,3,4,3,5,4,4,4,6,6,4,,5,5,2,4,4,5,0,5,4,4,5,0,4,4,4,4,1,1,1,0,2,0,2,1,2,2,4,1,0,0,0,0
R_AcBWF8LiloV2DVD,GBUS,Master of Business Admin.,Grad Yr 1,Business Administration,BUSMBA,Major,No Dorm,USA,7,3,5,5,2,1,1,1,5,3,5,7,3,7,2,2,4,4,0,5,5,5,5,3,5,5,5,4,5,2,1,1,0,0,0,2,0,1,1,5,3,3,0,0,1,0,0
R_3kuhn24TCmhaQoY,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,6,7,4,6,3,1,1,1,3,2,5,6,6,5,6,6,0,3,5,5,5,3,5,5,5,5,3,3,3,5,4,1,1,1,0,1,3,0,1,4,4,4,1,0,0,0,0
R_1gC1b06hxs1EkZO,UCOL,Liberal Arts & Sciences,Junior,Interdisc. Stu. in Soc. & Cul.,IDSSCBA,Major,No Dorm,USA,5,3,5,2,5,3,1,1,3,1,5,2,2,2,2,6,3,3,3,3,3,4,2,3,2,4,1,2,2,3,5,1,1,0,0,1,1,0,1,5,6,4,1,0,0,0,0
R_2UgYGGSLhzoNh7q,UCOL,Liberal Arts & Sciences,Junior,Spanish,SPANISHBA,Major,Few Hall,USA,6,5,5,5,5,1,4,7,5,4,5,6,6,6,6,6,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,1,1,0,0,1,2,0,1,5,6,4,1,0,0,0,0
R_2s0jiD0ltoMcF6W,UCOL,Liberal Arts & Sciences,Junior,Philosophy,PHILBA,Major,No Dorm,USA,7,7,7,5,2,2,2,2,2,2,5,7,7,7,7,6,5,5,4,0,5,3,5,0,5,5,5,0,4,2,2,1,1,0,1,1,1,0,1,6,6,4,1,0,0,0,0
R_2akTWPT9yUEasYU,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,Clairmont Undergraduate Apts,USA,7,5,3,6,2,3,1,5,3,4,5,5,5,5,4,4,4,0,5,0,4,5,5,5,4,4,4,0,4,3,3,1,1,0,0,1,1,0,1,4,4,1,1,0,0,0,0
R_3FKHeTkGdMaKM0E,GSAS,Doctor of Philosophy,Adv Stdng,"Women's, Gender & Sex. Studies",WMNSTPHD,Major,No Dorm,USA,3,5,4,2,3,1,1,1,4,5,4,4,3,4,2,2,5,5,5,5,5,5,5,5,0,0,5,0,5,5,4,1,1,0,1,2,0,3,1,4,4,4,1,0,0,0,0
R_2vfcAIX3zaeeADM,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,5,5,7,3,4,7,2,5,5,4,4,6,6,5,4,5,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,0,1,3,4,4,1,0,0,0,0
R_1MRrMD77Q2C6fE4,UCOL,Liberal Arts & Sciences,Junior,Anthropology,ANTHBA,Major,Clairmont Residential Center Apts,USA,6,7,6,7,6,2,1,1,5,5,7,7,7,1,7,7,0,0,5,5,5,0,5,0,5,5,5,0,5,5,5,1,1,0,0,1,1,0,1,5,4,4,1,0,0,0,0
R_1HiRkkuqfQRebFK,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,No Dorm,USA,7,7,6,7,7,1,1,5,2,3,7,7,7,7,5,7,5,5,5,5,5,5,5,5,5,5,5,4,4,2,3,1,1,0,0,1,2,0,1,4,5,4,0,0,1,0,0
R_22WSHjIPAzbYxtM,UNUR,Bachelor of Science in Nursing,Junior,Nursing,NURSINGBSN,Major,No Dorm,USA,7,6,6,4,3,3,1,1,4,5,5,4,4,4,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,1,1,3,4,1,0,0,0,0
R_yWQgvaIbP5MXghH,UCOL,Liberal Arts & Sciences,Senior,Biology,BIOLOGYBS,Major,No Dorm,USA,6,3,5,7,2,1,1,6,4,5,5,3,4,6,5,3,0,4,4,5,5,4,3,5,3,2,4,3,4,4,2,1,0,0,0,1,1,0,1,3,1,1,1,0,0,0,0
R_1Q5YmCPRgZY2H23,UCOL,Liberal Arts & Sciences,Senior,International Studies,INTLSTUBA,Major,Eagle Row 12,USA,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,2,0,1,1,5,4,0,0,1,0,0
R_3oMGSxCQOp64bXV,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,IND,6,7,3,6,3,1,2,4,5,4,6,6,6,4,6,6,5,4,5,4,4,4,5,5,4,4,5,4,4,5,4,1,1,0,0,2,0,3,2,4,1,1,0,0,1,0,0
R_WBTDVbcFriK3O37,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,No Dorm,USA,3,4,5,3,2,3,2,3,4,4,4,4,5,5,6,4,3,3,2,4,4,3,4,3,3,3,4,4,3,4,4,1,0,0,0,1,1,0,1,7,7,4,1,0,0,0,0
R_1QDVzi95CKBwudO,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,KOR,3,4,3,5,,2,2,5,4,4,5,5,4,4,4,4,3,5,4,4,4,4,5,4,4,5,5,4,5,5,4,0,1,0,0,2,0,1,2,1,4,1,1,0,0,0,0
R_udJFcNbAPs4fpAJ,UCOL,Liberal Arts & Sciences,Senior,Biology,BIOLOGYBS,Major,No Dorm,THA,5,7,3,3,2,2,1,3,4,5,4,5,3,3,2,2,5,0,0,5,5,5,5,5,5,0,5,0,5,3,3,1,1,0,1,1,1,0,2,5,7,1,1,0,0,0,0
R_780gw3n2M1feTBv,GSAS,Doctor of Philosophy,Adv Stdng,History,HISTORYPHD,Major,No Dorm,USA,5,3,4,5,2,2,1,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,2,0,3,1,5,3,4,0,0,1,0,0
R_bekC5sZwze4IdtT,UCOL,Liberal Arts & Sciences,Junior,Economics,ECONBA,Major,No Dorm,CHN,5,5,5,5,5,5,2,6,4,4,5,5,5,4,5,5,3,3,2,4,4,3,3,3,2,3,4,4,3,3,4,0,0,0,0,1,1,0,2,4,7,1,1,0,0,0,0
R_3KDZSzM0rUKbb58,GSAS,Doctor of Philosophy,Adv Stdng,Psychology,PSYCPHD,Major,No Dorm,USA,4,3,2,1,7,1,1,2,2,3,3,2,1,1,1,5,5,0,0,5,0,0,5,5,0,0,0,0,5,3,3,1,1,0,0,2,0,3,1,5,3,4,1,0,0,0,0
R_3HBRkqJtlgCNMgf,UCOL,Liberal Arts & Sciences,Senior,Neuroscience & Behav Biology,NEUROBBBS,Major,Clairmont Residential Center Apts,TTO,6,4,5,7,7,3,1,2,5,5,6,5,5,7,5,6,4,3,5,0,4,4,5,0,5,5,0,0,4,5,3,1,1,0,0,1,1,0,2,4,3,6,1,0,0,0,0
R_1DJdOJrzt0D0r3X,UNUR,Bachelor of Science in Nursing,Junior,Nursing,NURSINGBSN,Major,Clairmont Undergraduate Apts,USA,7,5,7,7,3,5,1,4,3,5,6,5,5,7,6,5,5,4,4,5,5,0,5,4,4,0,5,4,4,4,4,1,1,1,1,1,1,0,1,2,1,6,1,0,0,0,0
R_2VIVyS3EY2SIrQw,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,3,3,5,1,3,1,1,2,2,2,3,2,2,3,2,1,3,2,3,3,3,4,4,3,3,3,3,3,2,2,4,1,1,1,1,2,0,3,1,6,4,4,1,0,0,0,0
R_25TRu84GVuslLAG,GSAS,Doctor of Philosophy,Adv Stdng,Art History,ARTHISTPHD,Major,No Dorm,USA,6,6,6,6,4,1,1,3,3,3,6,7,6,7,6,6,4,3,5,5,5,5,5,5,5,5,5,4,4,3,3,1,1,0,0,2,0,3,1,1,2,4,1,0,0,0,0
R_3J2jGwxx4rTSGDb,GSAS,Doctor of Philosophy,Adv Stdng,Epidemiology,EPIDPHD,Major,No Dorm,USA,5,6,3,2,4,1,1,2,3,4,5,5,5,5,5,5,5,3,5,5,5,3,4,3,4,4,4,3,5,4,3,1,1,1,1,2,0,3,1,5,4,4,1,0,0,0,0
R_1IdcNsuI7baOxRq,GNUR,Master of Science in Nursing,Grad Yr 1,Family Nurse Practitioner,NRFNP,Major,No Dorm,USA,3,3,5,5,2,1,1,2,2,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,0,0,0,2,0,2,1,4,7,1,1,0,0,0,0
R_2bPkJmhbMPKqTFA,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,No Dorm,USA,5,4,5,7,6,3,4,4,5,4,5,5,6,5,4,6,5,5,3,5,3,3,5,5,5,5,3,5,4,5,3,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0
R_vlaitpiVEJZO4BH,UCOL,Liberal Arts & Sciences,Senior,Undeclared - Arts & Sciences,UNDECLARED,Major,Clairmont Apts Tower,USA,3,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,2,1,1,1,1,0,0,0,0
R_2V9Y9YLAjeEIlXK,THEO,Master of Divinity,Prof 2,Divinity,MDVDIVIN,Major,No Dorm,USA,6,5,7,4,3,1,2,3,3,3,5,7,7,5,6,7,5,5,5,5,5,0,5,5,5,5,5,0,3,3,5,1,1,1,1,2,0,2,1,4,3,4,1,0,0,0,0
R_1dMP3FjUR92e6GX,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,5,5,4,1,1,3,2,2,5,3,3,5,4,5,4,3,5,0,4,4,5,5,4,4,5,5,4,3,4,1,1,0,0,2,0,3,1,5,7,4,1,0,0,0,0
R_1jdN7zsGvaQ2SnB,GBUS,Evening MBA,Grad Yr 1,Business Administration,BUSMBAEV,Major,No Dorm,USA,5,4,3,1,2,1,1,1,3,3,6,3,2,5,4,1,3,2,4,3,5,3,5,4,2,0,4,2,4,2,2,1,1,1,0,2,0,2,1,1,1,3,0,0,1,0,0
R_2cqKVlO2dkJRPUb,UCOL,Liberal Arts & Sciences,Junior,Economics,ECONBA,Major,Clairmont Undergraduate Apts,USA,7,6,6,6,5,3,1,5,5,5,5,5,5,7,6,6,4,0,0,0,4,0,4,0,5,4,4,4,4,4,3,1,1,0,0,1,1,0,1,5,6,4,1,0,0,0,0
R_1HNsiqAbV3pcdzj,UCOL,Liberal Arts & Sciences,Junior,Linguistics Major,LINGBA,Major,No Dorm,USA,5,6,7,3,5,1,1,3,3,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,1,1,0,0,1,1,0,1,4,4,4,1,0,0,0,0
R_2aRyj3u7W1KimfS,UCOL,Liberal Arts & Sciences,Junior,Religion,RELBA,Major,No Dorm,USA,6,5,3,4,1,3,1,4,4,5,4,2,3,3,4,4,3,4,5,5,5,0,5,4,4,5,4,5,4,5,5,1,1,0,0,1,1,0,1,5,4,4,0,0,1,0,0
R_1INqP2oZT6cSz81,UCOL,Liberal Arts & Sciences,Senior,Political Science,POLISCIBA,Major,Clairmont Undergraduate Apts,USA,6,4,6,6,2,1,1,1,4,5,6,4,5,7,4,5,4,5,0,0,0,0,5,5,4,0,5,3,5,0,2,1,1,1,1,1,1,0,1,6,6,1,0,0,1,0,0
R_8oYB9BIsMf3A2Wd,GSAS,Doctor of Philosophy,Adv Stdng,Hlth Srvs Rsrch & Hlth Policy,SPHHPMPHD,Major,No Dorm,USA,6,5,3,2,1,1,1,4,1,2,2,3,2,6,2,1,5,0,3,3,5,3,5,5,3,4,3,4,5,2,4,1,1,1,0,2,0,3,1,5,3,4,0,0,1,0,0
R_1fZOPlAF8PHdmYE,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,4,2,5,2,4,1,5,7,3,4,7,7,7,7,7,4,5,0,0,5,5,0,5,3,5,5,5,0,5,3,0,0,1,0,0,2,0,1,1,3,7,4,1,0,0,0,0
R_2uUvWe8I2IrIRUn,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Clairmont Undergraduate Apts,USA,6,6,6,6,6,2,3,3,2,3,4,4,4,4,5,4,0,3,3,4,0,0,5,4,4,0,5,5,4,3,3,0,0,0,0,1,1,0,1,5,5,1,1,0,0,0,0
R_1eDKtd5Lwacyt3W,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,IND,7,5,5,5,4,2,2,7,3,4,5,6,5,3,2,5,4,5,0,3,0,4,4,4,2,2,3,0,3,2,4,1,1,0,0,2,0,3,2,6,6,1,0,0,1,0,0
R_3HT7bMLxhsCGWlX,UCOL,Liberal Arts & Sciences,Junior,Physics & Astronomy,PHYSASTBS,Major,Clairmont Residential Center Apts,USA,5,5,4,6,2,1,1,6,2,2,2,7,4,2,3,3,4,3,4,5,3,0,4,5,2,0,0,0,3,3,3,1,0,0,0,1,1,0,1,1,1,4,1,0,0,0,0
R_3CPJYWaHks8L3b5,UCOL,Liberal Arts & Sciences,Sophomore,History,HISTORYBA,Major,Evans Hall,USA,7,6,7,6,2,1,1,1,3,4,4,3,5,4,3,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_8faLiI2WNBLG5Ff,PUBH,Master of Public Health,Grad Yr 2,Epidemiology,EPIMPH,Major,No Dorm,USA,5,4,6,5,1,2,1,5,2,3,5,2,2,4,1,5,4,0,0,0,3,5,5,3,4,0,4,0,0,3,2,1,0,0,0,3,0,0,1,6,5,4,1,0,0,0,0
R_2tsO85kul15YWaN,UCOL,Liberal Arts & Sciences,Junior,English,ENGLISHBA,Major,Clairmont Undergraduate Apts,USA,3,5,5,5,5,1,1,1,4,5,6,2,5,6,2,4,3,4,3,5,5,1,5,1,4,4,1,1,5,5,5,1,1,0,0,1,1,0,2,4,4,1,1,0,0,0,0
R_2Qt8QmHxczVb6q7,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,No Dorm,USA,5,5,5,5,2,2,1,2,3,3,6,6,5,5,5,5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_1EikzD9KlFSU6IG,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,4,3,5,1,1,1,1,3,1,4,7,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,0,0,2,0,3,1,3,4,4,1,0,0,0,0
R_3iz4cs1ocayvSI0,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,3,1,5,5,2,1,1,1,2,2,5,3,2,2,2,4,4,3,4,5,5,0,5,4,5,5,4,0,0,2,3,1,1,0,0,2,0,3,1,4,4,2,1,0,0,0,0
R_2rud61yiVJaU0wE,GSAS,Doctor of Philosophy,Adv Stdng,Behavioral Sciences & Hlth Edu,SPHBSHEPHD,Major,No Dorm,USA,5,3,6,2,4,2,1,4,1,2,5,4,2,5,2,6,5,0,0,4,5,0,5,0,4,4,4,0,5,2,4,1,1,1,0,2,0,3,1,7,7,4,1,0,0,0,0
R_XMWs6p2uoKXnt2F,GSAS,Doctor of Philosophy,Adv Stdng,Environmental Health Sciences,EHSPHD,Major,No Dorm,USA,7,7,6,5,3,1,1,3,3,3,7,7,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,0,3,1,5,7,4,0,0,1,0,0
R_7TH85u2zZvgH8Qh,GSAS,Doctor of Philosophy,Adv Stdng,English,ENGLISHPHD,Major,No Dorm,USA,6,1,5,3,7,1,1,7,4,5,4,7,6,7,7,1,1,5,5,1,5,5,1,1,5,4,1,1,5,5,5,1,1,1,1,2,0,3,1,3,5,6,0,0,1,0,0
R_240ecuLQkCe3vwR,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,4,3,6,2,2,1,1,3,3,3,6,5,5,7,4,5,3,4,5,0,3,0,5,4,4,0,5,0,4,4,5,1,1,0,0,2,0,3,1,3,4,4,1,0,0,0,0
R_1g6GKEa38KGZgEx,GSAS,Doctor of Philosophy,Adv Stdng,Anthropology,ANTHPHD,Major,No Dorm,USA,6,4,7,7,2,4,1,2,3,3,5,6,6,6,6,7,4,0,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,2,0,3,1,4,2,4,1,0,0,0,0
R_3Rf6HIPxZeHysbO,GSAS,Doctor of Philosophy,Adv Stdng,Nutrition & Health Science,NHSPHD,Major,No Dorm,USA,6,5,5,5,5,1,1,2,2,2,6,3,2,3,2,6,0,4,4,5,4,5,5,5,4,5,5,5,4,2,3,1,1,1,0,2,0,3,1,5,7,6,1,0,0,0,0
R_3pflD5mR9pqspom,UCOL,Liberal Arts & Sciences,Junior,Human Health,HHBA,Major,Evans Hall,USA,5,3,3,1,3,3,7,1,4,4,6,7,7,7,7,6,0,5,0,0,0,0,0,4,0,4,0,0,0,0,4,1,1,1,0,1,2,0,1,4,4,4,1,0,0,0,0
R_3OdnBxDpjcftbCn,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,3,5,7,7,7,2,1,4,3,5,5,7,7,6,6,6,5,4,0,5,0,3,5,0,5,5,0,5,5,5,5,1,1,0,1,1,3,0,1,3,4,2,1,0,0,0,0
R_3Jltj2kCwl5Y9sM,THEO,Doctor of Theology,Grad Yr 2,Pastoral Counseling,THDCOUNSEL,Major,No Dorm,USA,5,6,4,1,5,1,1,5,3,4,6,6,7,3,7,5,3,5,0,5,5,5,5,0,5,5,0,0,5,2,2,1,0,1,0,2,0,3,1,5,7,1,1,0,0,0,0
R_WdjD3EiBlqYncLT,UCOL,Liberal Arts & Sciences,Senior,Human Health,HHBA,Major,No Dorm,USA,7,7,3,2,7,3,4,7,3,3,5,5,6,7,5,5,5,5,0,5,5,0,5,5,5,4,5,5,5,4,5,1,1,0,0,1,1,0,1,4,1,1,1,0,0,0,0
R_2cpaJGgMbJ0qxNO,UCOL,Liberal Arts & Sciences,Junior,Linguistics Major,LINGBA,Major,Clairmont Residential Center Apts,USA,3,3,7,7,5,1,1,5,3,1,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,1,0,1,3,1,2,0,0,1,0,0
R_25HghEC2SgUy6x7,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,No Dorm,USA,7,6,7,7,2,5,1,7,4,4,6,7,7,7,6,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_vTX62lXXifbS9JD,UCOL,Liberal Arts & Sciences,Junior,Political Science,POLISCIBA,Major,Clairmont Residential Center Apts,USA,3,4,6,6,5,3,6,4,4,4,4,4,5,5,4,5,4,5,5,3,4,5,5,4,4,5,5,5,5,5,5,1,1,1,1,1,1,0,1,3,4,2,1,0,0,0,0
